date,locationID,InAsMeas,InAsVal,year,month,lat,lon,state
8/5/13,OREGONDEQ-25754-ORDEQ,Total,0.369,2013,8,41.6347611,-70.5406481,25
8/6/13,OREGONDEQ-13400-ORDEQ,Total,1.25,2013,8,43.334972,-124.314611,41
10/28/13,OREGONDEQ-13400-ORDEQ,Total,1.06,2013,10,43.334972,-124.314611,41
10/28/13,OREGONDEQ-13400-ORDEQ,Total,1.02,2013,10,43.334972,-124.314611,41
8/19/13,OREGONDEQ-24299-ORDEQ,Total,0.394,2013,8,45.84347427,-123.202565,41
12/2/13,OREGONDEQ-24299-ORDEQ,Total,0.481,2013,12,45.84347427,-123.202565,41
8/6/13,OREGONDEQ-37405-ORDEQ,Total,0.469,2013,8,43.0942696,-124.4208126,41
10/28/13,OREGONDEQ-37405-ORDEQ,Total,0.268,2013,10,43.0942696,-124.4208126,41
8/5/13,OREGONDEQ-36750-ORDEQ,Total,0.127,2013,8,42.00542,-124.2103,41
10/28/13,OREGONDEQ-36750-ORDEQ,Total,0.127,2013,10,42.00542,-124.2103,41
12/3/13,OREGONDEQ-13311-ORDEQ,Total,1.28,2013,12,45.429444,-123.946111,41
8/19/13,OREGONDEQ-13311-ORDEQ,Total,1.25,2013,8,45.429444,-123.946111,41
9/10/13,OREGONDEQ-37398-ORDEQ,Total,0.568,2013,9,43.9676,-124.1009,41
11/19/13,OREGONDEQ-37398-ORDEQ,Total,0.296,2013,11,43.9676,-124.1009,41
12/2/13,OREGONDEQ-11229-ORDEQ,Total,<0.040,2013,12,45.90228039,-123.9584371,41
12/2/13,OREGONDEQ-11229-ORDEQ,Total,<0.040,2013,12,45.90228039,-123.9584371,41
8/19/13,OREGONDEQ-11229-ORDEQ,Total,0.156,2013,8,45.90228039,-123.9584371,41
12/3/13,OREGONDEQ-22394-ORDEQ,Total,0.07,2013,12,45.27682086,-123.8182912,41
8/19/13,OREGONDEQ-22394-ORDEQ,Total,0.063,2013,8,45.27682086,-123.8182912,41
9/9/13,OREGONDEQ-33642-ORDEQ,Total,0.137,2013,9,44.04286095,-123.8757263,41
11/18/13,OREGONDEQ-33642-ORDEQ,Total,0.086,2013,11,44.04286095,-123.8757263,41
8/19/13,OREGONDEQ-13440-ORDEQ,Total,0.089,2013,8,45.40798957,-123.8246588,41
12/3/13,OREGONDEQ-13440-ORDEQ,Total,0.052,2013,12,45.40798957,-123.8246588,41
8/20/13,OREGONDEQ-11849-ORDEQ,Total,<0.040,2013,8,45.75005517,-123.6531171,41
12/2/13,OREGONDEQ-11849-ORDEQ,Total,0.044,2013,12,45.75005517,-123.6531171,41
9/10/13,OREGONDEQ-37396-ORDEQ,Total,0.042,2013,9,44.77952463,-123.8326393,41
9/10/13,OREGONDEQ-37396-ORDEQ,Total,0.042,2013,9,44.77952463,-123.8326393,41
11/18/13,OREGONDEQ-37396-ORDEQ,Total,0.044,2013,11,44.77952463,-123.8326393,41
8/6/13,OREGONDEQ-13587-ORDEQ,Total,1.05,2013,8,43.438333,-124.233611,41
10/28/13,OREGONDEQ-13587-ORDEQ,Total,1.03,2013,10,43.438333,-124.233611,41
8/6/13,OREGONDEQ-12607-ORDEQ,Total,0.881,2013,8,43.57374807,-124.1749771,41
10/29/13,OREGONDEQ-12607-ORDEQ,Total,0.343,2013,10,43.57374807,-124.1749771,41
9/9/13,OREGONDEQ-37400-ORDEQ,Total,0.316,2013,9,43.85452443,-123.3640542,41
11/18/13,OREGONDEQ-37400-ORDEQ,Total,0.186,2013,11,43.85452443,-123.3640542,41
10/29/13,OREGONDEQ-13680-ORDEQ,Total,1.35,2013,10,43.12075,-124.412944,41
8/6/13,OREGONDEQ-13680-ORDEQ,Total,0.702,2013,8,43.12075,-124.412944,41
8/6/13,OREGONDEQ-28803-ORDEQ,Total,0.264,2013,8,43.11484378,-124.3845009,41
10/29/13,OREGONDEQ-28803-ORDEQ,Total,0.23,2013,10,43.11484378,-124.3845009,41
8/6/13,OREGONDEQ-28803-ORDEQ,Total,0.227,2013,8,43.11484378,-124.3845009,41
9/10/13,OREGONDEQ-10391-ORDEQ,Total,0.096,2013,9,44.76428368,-123.91502,41
11/18/13,OREGONDEQ-10391-ORDEQ,Total,0.066,2013,11,44.76428368,-123.91502,41
11/18/13,OREGONDEQ-13336-ORDEQ,Total,0.55,2013,11,44.5975,-123.9381,41
9/10/13,OREGONDEQ-13336-ORDEQ,Total,0.437,2013,9,44.5975,-123.9381,41
8/19/13,OREGONDEQ-34165-ORDEQ,Total,0.487,2013,8,46.10753495,-123.2061687,41
12/2/13,OREGONDEQ-34165-ORDEQ,Total,0.154,2013,12,46.10753495,-123.2061687,41
9/9/13,OREGONDEQ-36432-ORDEQ,Total,0.112,2013,9,44.3847,-123.6281582,41
11/19/13,OREGONDEQ-36432-ORDEQ,Total,0.109,2013,11,44.3847,-123.6281582,41
12/2/13,OREGONDEQ-18802-ORDEQ,Total,0.09,2013,12,45.8133034,-123.7704397,41
8/20/13,OREGONDEQ-18802-ORDEQ,Total,0.047,2013,8,45.8133034,-123.7704397,41
8/5/13,OREGONDEQ-13574-ORDEQ,Total,0.312,2013,8,43.36591445,-124.0820888,41
10/28/13,OREGONDEQ-13574-ORDEQ,Total,0.24,2013,10,43.36591445,-124.0820888,41
7/16/14,OREGONDEQ-13574-ORDEQ,Total,0.435,2014,7,43.36591445,-124.0820888,41
8/6/13,OREGONDEQ-33476-ORDEQ,Total,0.596,2013,8,43.37120274,-124.2096792,41
10/28/13,OREGONDEQ-33476-ORDEQ,Total,0.737,2013,10,43.37120274,-124.2096792,41
8/19/13,OREGONDEQ-13654-ORDEQ,Total,0.997,2013,8,46.00150458,-123.9222626,41
12/2/13,OREGONDEQ-13654-ORDEQ,Total,0.168,2013,12,46.00150458,-123.9222626,41
8/5/13,OREGONDEQ-13405-ORDEQ,Total,0.565,2013,8,43.15346949,-124.2787398,41
10/29/13,OREGONDEQ-13405-ORDEQ,Total,0.389,2013,10,43.15346949,-124.2787398,41
11/19/13,OREGONDEQ-34425-ORDEQ,Total,0.088,2013,11,44.30934251,-124.0938195,41
9/9/13,OREGONDEQ-34425-ORDEQ,Total,0.13,2013,9,44.30934251,-124.0938195,41
12/2/13,OREGONDEQ-13553-ORDEQ,Total,0.688,2013,12,46.17,-123.836944,41
8/19/13,OREGONDEQ-13553-ORDEQ,Total,0.55,2013,8,46.17,-123.836944,41
9/10/13,OREGONDEQ-35486-ORDEQ,Total,0.06,2013,9,45.0163754,-123.9383516,41
9/10/13,OREGONDEQ-10582-ORDEQ,Total,0.295,2013,9,44.9257628,-124.0140409,41
11/18/13,OREGONDEQ-10582-ORDEQ,Total,0.112,2013,11,44.9257628,-124.0140409,41
10/28/13,OREGONDEQ-36638-ORDEQ,Total,0.59,2013,10,42.99660807,-124.4575511,41
8/5/13,OREGONDEQ-36638-ORDEQ,Total,0.639,2013,8,42.99660807,-124.4575511,41
10/28/13,OREGONDEQ-36638-ORDEQ,Total,0.577,2013,10,42.99660807,-124.4575511,41
10/28/13,OREGONDEQ-34309-ORDEQ,Total,0.164,2013,10,42.84156337,-124.5362255,41
8/5/13,OREGONDEQ-34309-ORDEQ,Total,0.217,2013,8,42.84156337,-124.5362255,41
9/9/13,OREGONDEQ-11476-ORDEQ,Total,0.52,2013,9,44.65756552,-123.8389062,41
11/18/13,OREGONDEQ-11476-ORDEQ,Total,0.24,2013,11,44.65756552,-123.8389062,41
12/2/13,OREGONDEQ-12951-ORDEQ,Total,0.046,2013,12,45.58953393,-123.5355967,41
8/19/13,OREGONDEQ-12951-ORDEQ,Total,<0.040,2013,8,45.58953393,-123.5355967,41
10/8/12,OREGONDEQ-31987-ORDEQ,Total,1.03,2012,10,44.41825082,-118.9572613,41
11/26/12,OREGONDEQ-34102-ORDEQ,Total,0.13,2012,11,45.53758091,-122.3792492,41
5/15/12,OREGONDEQ-13148-ORDEQ,Total,0.23,2012,5,45.6992131,-121.5197286,41
5/15/12,OREGONDEQ-11972-ORDEQ,Total,0.26,2012,5,45.6446144,-121.5147318,41
8/19/14,OREGONDEQ-13137-ORDEQ,Total,0.04,2014,8,45.68897333,-118.3586995,41
8/21/14,OREGONDEQ-22985-ORDEQ,Total,0.13,2014,8,45.66818593,-118.8402192,41
8/21/14,OREGONDEQ-22985-ORDEQ,Total,0.137,2014,8,45.66818593,-118.8402192,41
8/18/14,OREGONDEQ-37744-ORDEQ,Total,1.73,2014,8,45.88154504,-119.3236764,41
10/21/14,OREGONDEQ-11275-ORDEQ,Total,0.692,2014,10,44.0122996,-122.9835402,41
8/20/14,OREGONDEQ-23096-ORDEQ,Total,5.1,2014,8,45.68568956,-118.747143,41
8/20/14,OREGONDEQ-37742-ORDEQ,Total,0.556,2014,8,45.54966273,-118.7944343,41
8/19/14,OREGONDEQ-12710-ORDEQ,Total,0.158,2014,8,45.7254226,-118.1883397,41
8/20/14,OREGONDEQ-13284-ORDEQ,Total,0.107,2014,8,45.50280668,-118.6228101,41
8/20/14,OREGONDEQ-12022-ORDEQ,Total,3.55,2014,8,45.79750123,-118.5265325,41
8/18/14,OREGONDEQ-37743-ORDEQ,Total,1.25,2014,8,41.6378582,45.84347656,US
8/19/14,OREGONDEQ-12711-ORDEQ,Total,0.24,2014,8,45.72623451,-118.1855333,41
8/21/14,OREGONDEQ-10404-ORDEQ,Total,0.143,2014,8,45.67731022,-119.0363477,41
8/19/14,OREGONDEQ-37781-ORDEQ,Total,0.14,2014,8,45.71640034,-118.3287299,41
